,domain,privacy_link,hash,init_language,valid_language,text_content,rank
5044,sekisuihouse.co.jp,https://sekisuihouse.co.jp/company/information/security/,9503fb41b04dff755abdf57ee1fe0c0c8dbf767fcb17faae54798a0554b154bd,Japan,ja,,108637
617,akerun.com,https://akerun.com/privacy/,bcc64f3dcf17a415de73ebaafd085b39d75ba32a4f3027b0b5d4611dafaf5ca9,Japan,ja,,108663
1364,www.astro-p.co.jp,https://www.astro-p.co.jp/help/agreement,0edd8d776812bc86e4eeffadec3e2e89d85f53d6d2a8d673b8afbf55d63d5098,Japan,ja,,108683
1365,www.astro-p.co.jp,https://www.astro-p.co.jp/privacypolicy,207410096abf6eb00e7cb5b99f8ace0f3d9baa9f55452a15dbcb781765901c7e,Japan,ja,,108683
1124,iflyer.tv,https://iflyer.tv/about/legal/,ca3b5207a037d2827107bfa9a53c0567379714caf04e533cb9d5c5f8e0fd2dc3,Japan,ja,,109098
4022,lion.co.jp,https://lion.co.jp/ja/company/governance/information-security.php,7bc0b0eed6312ca29ad874a141c93140b600f3254c2f4cfcb7d01f02e04ef56a,Japan,ja,,109310
4033,lion.co.jp,https://lion.co.jp/ja/rd/policy/,0305c377874aae05d722d55153a0d0e2667460d5d9d1dfcf9f58f94905a24345,Japan,ja,,109310
4035,lion.co.jp,https://lion.co.jp/ja/ir/policy/,06454707cef0b5c824a7af9e204b0ae5e16fd905d63c435a0b93bd37e1e171a8,Japan,ja,,109310
4037,lion.co.jp,https://lion.co.jp/ja/legal/privacy/protect.php,5e48a9bd978f4a98d8d5aa025974f1690db42a4ad54647e5a57e1d717e7e926c,Japan,ja,,109310
4039,lion.co.jp,https://lion.co.jp/ja/legal/smp.php,b7678d349ceb60c89a1ccea17b97ab29e6707c48aeedd2d46f3c8dd8765dec8d,Japan,ja,,109310
4040,lion.co.jp,https://lion.co.jp/ja/legal/webaccessibility/,829d717d785e5106e2c883438a6a1608f16cd0f2d8f9b407b56a52f71fee4277,Japan,ja,,109310
4043,lion.co.jp,https://lion.co.jp/ja/legal/tou.php,a979ef6860322e264f9cf5413fafb5adb5f698d7f00effc6bf45d00f835e2ee5,Japan,ja,,109310
4045,lion.co.jp,https://lion.co.jp/ja/legal/external-transmission-policy.php,4d416c3a1cd160da2c0933764210613dbea0415238dd6f2c7527e5f82902f5db,Japan,ja,,109310
3625,kumiko-jp.com,https://kumiko-jp.com/privacypolicy,fa5fff96dce8eb55bef584c3f5a6dd4a5f3bd9fbf7f6112f359ee6044ee7899e,Japan,ja,,109926
1533,gero-spa.com,http://gero-spa.com/suhadabijin/privacy.html,abae29090ee57e668b5fb8b48423ecce7ae56bbd35306e1e0b6c418b6b457fd7,Japan,ja,,109970
1534,gero-spa.com,https://gero-spa.com/suhadabijin/privacy.html,56056e3203286f130b7eb34cacda932aa93886260677dc285735d3f58f41b2f1,Japan,ja,,109970
1536,gero-spa.com,http://gero-spa.com/association/privacy/,c7e8f93c9a0d5ce8a2b66fa1519d9629f65993bc919ba390b2eec19e4b09dd72,Japan,ja,,109970
1537,gero-spa.com,https://gero-spa.com/association/privacy/,b9f1140f753543001ab384a18765adcb8e70da5accac53de6175fc59ed643a96,Japan,ja,,109970
1538,gero-spa.com,https://gero-spa.com/association/privacy,0069430ffea9758dfc12008ca18c06b6ad5ba3aa4fe93578799bbdfc735f5439,Japan,ja,,109970
1431,irotsuku.com,https://irotsuku.com/info/privacy,c628917e715e52f6e9006e016a9aa09175b5b0e7aedc4c40d66fde924d28700d,Japan,ja,,110106
2357,karakubuy.com,https://karakubuy.com/pages/privacy-policy,52795c1fb8c7884c0bbda9bfd86bfa0657f9d7dd9b2a57d935c30d8bb99b58a7,Japan,ja,,110188
1351,ange.gift,https://ange.gift/privacypolicy/,cf8724faea19fd5ac6e4c7bda54cc448a0b21e77598bee9a445c505b73f1fdbb,Japan,ja,,110530
1353,ange.gift,https://ange.gift/userpolicy/,8bc2da1a206edd9a4a001c6259dc7c3303d31d09d3d264858f87af015afea86f,Japan,ja,,110530
1367,www.crocodile.co.jp,https://www.crocodile.co.jp/info/privacy,e81539fd4360225815a90f85fdc7ff48492596743f9bd37c6af44d57f42c5f54,Japan,ja,,110642
1376,crocodile.co.jp,https://crocodile.co.jp/info/privacy,4b4a7e1ea65bc13edabf365efae185417a3ba81e7f87e41061ed183b3bda7bd0,Japan,ja,,110642
4484,vleague.jp,https://vleague.jp/privacy/,cd91239c57c49d6c250750ac988bc6f84efb226ba96e159dc8a6d8476d29fc40,Japan,ja,,110872
2568,game16.net,https://game16.net/privacy-policy/,bf2b239d0ae83128645e9ba44211c640e6870cd97c9893f0ba771c7a246d8e76,Japan,ja,,112583
645,league-one.jp,https://league-one.jp/fcontent/privacy-policy/,9aba872634fcab78bd73ac7e755b25f1005e70048478c174c4104602b3f6aa2a,Japan,ja,,112807
647,league-one.jp,https://league-one.jp/en/fcontent/privacy-policy/,7c45c14c27ac050faeb560a7ba899acc5ff884a05f66541e446cbac80c7ddd11,Japan,en,,112807
1954,iij.ad.jp,https://iij.ad.jp/svcsol/category/security/,7798d2dd931b80ed5d4b661e5336e69e90f0d0b8f59bdf2b14dab26e0cfe7c53,Japan,ja,,112994
1955,iij.ad.jp,https://iij.ad.jp/svcsol/campaign/security-trend_202405.html,d65127eebc22e1d99e64f9345264dc233400a3ef9fa42d00e9475aaa45028617,Japan,ja,,112994
1956,iij.ad.jp,https://iij.ad.jp/securitypolicy/,b9ef837c3e2ca841c5840abe12125aacf903186f0a53c08f6608ddc4cc5626ff,Japan,ja,,112994
1959,iij.ad.jp,https://iij.ad.jp/privacy/,ad8c6e3387929865657c539a3bb526aeb2d081a056691be5859325723e6785b7,Japan,ja,,112994
3383,link-ag.net,https://link-ag.net/agreement,435b968c47bc7a71cce995db968346f94f2994664dc367ec4e0a5b41a51f587b,Japan,ja,,113047
3384,link-ag.net,https://link-ag.net/privacy,8f6d116f3dc347b42562fa5baabdb53c739e4ca0be95d535419771070d00101a,Japan,ja,,113047
3032,mvtk.jp,https://mvtk.jp/privacypolicy,aff09264f2285cd2ff0627eb0cb52067ece3c800de4ad614176d00e5dbbf09c4,Japan,ja,,113118
3033,mvtk.jp,https://mvtk.jp/mvtkgiftpolicy,8aa28aaf3806b00ead0529ce286b147ce499a4b216c562713e6a24121504d303,Japan,ja,,113118
3034,mvtk.jp,https://mvtk.jp/specificpersonalinformationpolicy,48f21b979d34ab8eedf1ad487d7a12d8d2882fe700f265fc1635c25091cf31d8,Japan,ja,,113118
1381,mixhost.jp,https://mixhost.jp/wp/security/,3fa27451e880f8f97c2c52b385df2fa2ec634499502305123c2be354ef11cd8f,Japan,ja,,113417
1382,mixhost.jp,https://mixhost.jp/privacy-policy/,3f271f07cb6e8921a267d2da4bcea337cd81434b792c38b1fe5ba95a5d500d0e,Japan,ja,,113417
1383,mixhost.jp,https://mixhost.jp/fair-use-policy/,6ec8ea31fc1c451523cd35b8a0690b08ad8927871b41b33af5cdf2d34a274e34,Japan,ja,,113417
4595,nnn.co.jp,https://nnn.co.jp/list/company/privacy,988c5bfa7abe28f892d33403e3e5470178dc90e96fe9b959421f14f485112a8f,Japan,ja,,113435
4120,owl-food.com,https://owl-food.com/buyer/privacy_policy,c27487704b54335e0f2282a2e4aecd8cbe7b7fbcf9993539e88cb22f84a9df97,Japan,ja,,113695
3051,golf-jalan.net,https://golf-jalan.net/doc/pc/information/security.html,585bd5205eb68d8e5e9d782f1268e9bbb5b6baa014c3603254be12e336ae29d8,Japan,ja,,113904
2401,minpo.jp,https://minpo.jp/pub/privacy,31ebcedde1c083c951548985d6644dd991c243dcb72815725cfd34823142ef1b,Japan,ja,,113953
3240,tentame.net,https://tentame.net/privacy/,afe0e82ab99db794832a54457ccf03da87ae4d50bf53adb1c5142b534f8f03d5,Japan,ja,,113980
30,ap-siken.com,https://ap-siken.com/privacypolicy.html,bdaf676f8cdcef98dd0c1d89bd7d6d80ab14621c691ff007e05c8e29da230f0f,Japan,ja,,114058
4276,www.bleubleuet.jp,https://www.bleubleuet.jp/shop/pages/privacy_policy.aspx,695b912c27a12975ebc47d2ecf59c8a07ba5fb6fec1933a642d43a898cac1cdb,Japan,ja,,114338
4277,www.bleubleuet.jp,https://www.bleubleuet.jp/shop/pages/site_policy.aspx,1fac3ca8c3f55def85c89e230904324f5f886f5188282a1efa7542ca40203184,Japan,ja,,114338
4283,bleubleuet.jp,https://bleubleuet.jp/shop/pages/site_policy.aspx,d83efb7eac941220d0f21b3036b326bb9bb911a68a766cecdf1c1c8c1495e65e,Japan,ja,,114338
4284,bleubleuet.jp,https://bleubleuet.jp/shop/pages/privacy_policy.aspx,db91162ae99d687fbd7e242e66d8ff0a3593aaac18a9c88606e461dab4bf10dc,Japan,ja,,114338
3618,kblognext.com,https://kblognext.com/privacy-policy,0ddcc38e1ec934590f3535264740e582d6c57fc150dcd474440c558985170838,Japan,ja,,114514
2054,www.best-gyousei.com,http://www.best-gyousei.com/privacy.htm,5b62e83fca8853df89ba41f688c91a05c2c9edbd15e294a2f086cdaf10806733,Japan,ja,,114741
2954,shiori-tabi.jp,https://shiori-tabi.jp/privacy,270c970806d046c2e485e7f317931598c925b1631094bd27d025aca23c6c0a71,Japan,ja,,114760
3612,shoppies.jp,http://shoppies.jp/sitemenu-menu/privacypolicy,c11e6281952539bdb9c980fe0c6027c5d3a7868c70c0fc22ab71ec46dd997103,Japan,ja,,115117
3614,shoppies.jp,https://shoppies.jp/privacy_pc.php,d8135f72d9637f94824b2800e2d3f73e8cfc819a336bc538640d53f6c05c63aa,Japan,ja,,115117
3617,shoppies.jp,https://shoppies.jp/sitemenu-menu/privacypolicy,a1df9092312811c01d45a094d8a2924555ae9780961af66a44e22de15ed6650d,Japan,ja,,115117
1747,teikokushoin.co.jp,https://teikokushoin.co.jp/policy/privacy/,4458f111aa58039d1d968b0e6ae2e60a2315dcf8767ffbb5116058c88e990b7d,Japan,ja,,115272
1748,teikokushoin.co.jp,https://teikokushoin.co.jp/policy/web_kiyaku/,47e45ae4ce2585b904d1af1516bf00aa1cf7d5408bfd547714c9d3de38ffe481,Japan,ja,,115272
4038,affiliate-b.com,https://affiliate-b.com/profile/privacy-policy/,c72b2cd0968cc7f4e1e1df4dce5896761764a6bca9b0ceb4b582fdd73c5f9efe,Japan,ja,,115347
4042,affiliate-b.com,https://affiliate-b.com/legal-tips-for-affiliates/,6db073d8f8c8ad52d788712aaefef851ed41a88dfd1d9d86df24778aeec4e17b,Japan,ja,,115347
4044,affiliate-b.com,https://affiliate-b.com/illegal/,670aaeda67644b61a5d3ba3c8a9d3b7e0c7438463be72412cb8c1348f380c022,Japan,ja,,115347
3355,unkoi.com,https://unkoi.com/fortune-premium/sub-privacy.html,a519b1256e4bc9937245db32d70ab52d9a9ddc5fd60474b89e222ca01d2a4182,Japan,ja,,116995
4613,truewetsuits.jp,https://truewetsuits.jp/help/agreement,7c425d6513857fb14328fb0b7d974cb1e56d7cb8587c3e64e80bc7cd64a338af,Japan,ja,,117058
296,sanin-chuo.co.jp,https://sanin-chuo.co.jp/list/policy,f4d94d468cdabdbdb64e2671f1e30a81305adbbe871d38e6dda16eba687393d1,Japan,ja,,117249
5077,www.research-plus.net,https://www.research-plus.net/sec-policy/,e04fe9cc457f6c9f380d3a2c844e40f01a746ce1765513b6421c9deab0554de5,Japan,ja,,117617
1751,ataoland.com,https://ataoland.com/pages/privacy-policy,bb1854de04fd961e67813a93b83abf0be9948bd1aa4fb4910f24eb7c22d4e807,Japan,ja,,117671
1752,ataoland.com,https://ataoland.com/pages/legal-notice,7239eeaac4e11171723ab9a1cd901a00673a48a6224cf414bb211a40fb070701,Japan,ja,,117671
1753,ataoland.com,https://ataoland.com/pages/member-agreement,ab83bbe66f5c3694376ef9506f3fc6de0f7d81f2cdca39791d12ab4bfae7103f,Japan,ja,,117671
4815,www.ebook5.net,https://www.ebook5.net/com/?article_category=agreement-purchase,b6ea74ac197a6a7821f46dc56b2d8f95097084674a94c8491c389d2cb61cf025,Japan,ja,,117969
2969,jsccp.jp,https://jsccp.jp/privacy/,f6dadbdb0ab4175374760bc073ab34385480ebab44ecfc3635b3762abaf93a09,Japan,ja,,118471
2347,nact.jp,https://nact.jp/privacypolicy/index.html,dd09632bf70f311e213eb8023997c332ff4b7293da954a516c3a5e29df362a62,Japan,ja,,118779
2354,nact.jp,https://nact.jp/policy/index.html,3eb4fd77e84442a05a69a282c05463aaebdae67e0918d7ac215f7b8dc7117936,Japan,ja,,118779
916,hana-mail.jp,https://hana-mail.jp/privacy.html,b58f8ecaf526366026dd8b8774d487effd85af57d64c463fdcfc0c271540e8e1,Japan,ja,,118844
601,kktv365.com,https://kktv365.com/privacy/,153da6a089f92605e8a457f0994b6985b550a90a2021651031a982c47c602f9f,Japan,ja,,118945
603,kktv365.com,https://kktv365.com/privacy,37386835fd904a53f850bb5b8aa902be780ccb34f01f0ef759c650b059a715b3,Japan,ja,,118945
2365,bookhodai.jp,https://bookhodai.jp/info?p=commentpolicy,3964ea31df2cc567659332ab0c84e43ef29552225c63413a7202432e60b2f278,Japan,ja,,119485
5140,gameline.jp,https://gameline.jp/privacy/,fc9c8e121f8f667c186f1152d8ddb35b4b82c8e5f0ab1ffbd326a8ac33de9ba4,Japan,ja,,120219
5141,gameline.jp,https://gameline.jp/external-transmission-policy/,590f56c59c8422f2c9f5b6b892c86358b67b72c97bd26669beb4046117e6255a,Japan,ja,,120219
2722,pocket.sumally.com,https://pocket.sumally.com/safety_security,51aa0b9abb252f0424f0a7fbb3edd4ee6424900f2ea6d9bc3e62a2fa21ecce05,Japan,ja,,120319
1582,dekiru.net,https://dekiru.net/category/device/home-security/,f7b26a44f141841f0a79bb96d72b077046b82031797971fab58c135697f773fe,Japan,ja,,120565
3255,madonna-av.com,https://madonna-av.com/privacy,4d3586e8b8c16b1ed4ab5d2586bee0c5918d6f58cd0b3d0c401795f9e9533e76,Japan,ja,,120588
4187,hanshin.co.jp,https://hanshin.co.jp/snspolicy/,c304fe7391a7bfd44b53a03cef4088d778a274076b2889a906ab197b5678a9d0,Japan,ja,,120999
4188,hanshin.co.jp,https://hanshin.co.jp/policy/,e8052bd1d3092e11857f5435535136c2ca1575e2ef953d97d44de6511dca613f,Japan,ja,,120999
1714,sputniknews.jp,https://sputniknews.jp/docs/privacy_policy.html,2e6e36e32c0c5c62e22b5597d3fd8cc6596cf2d7020228a30a372be236439194,Japan,ja,,121668
4855,store.vaio.com,https://store.vaio.com/shop/pages/sim-agreement.aspx,e2ac99efcece9d81947f0164c049e923dd8be76da33f6c1662e593c629f36781,Japan,ja,,121679
4856,store.vaio.com,https://store.vaio.com/shop/pages/agreement.aspx,2df49e2d66580fc137f7a4ce6dd5b008de7e15d58641b2cb3548bd9593a6cf1a,Japan,ja,,121679
4859,vaio.com,https://vaio.com/privacy/,af839fd38d9a15ecdcac418bc1897ad2bc67d7a72f1ea80fa51c532c1eca72bf,Japan,en,,121679
4863,vaio.com,https://vaio.com/quality/productsecurity/,375351f35317d5e1743baee2ed5070ebc0e40c2b712974e71437c3fd83dabe39,Japan,ja,,121679
2630,budou-chan.jp,https://budou-chan.jp/privacy-policy/,bed38407c399d2cdc013f7cb5f9273673b8ffba5ec29523fc528bec30eca9283,Japan,ja,,121874
2629,linebiz.com,https://linebiz.com/jp/column/?category=policy,9adf09c2948f14b46ca94f38ca8e17cc1c57c559159d5401c55abc3e1702c265,Japan,ja,,121993
2192,www.dreamnews.jp,https://www.dreamnews.jp/privacy.html,dbb7106ff6f2f10f3cb24ccd0d608cf0dd57e81d291ce18e84aa84255f40c5fc,Japan,ja,,122095
2202,dreamnews.jp,https://dreamnews.jp/privacy.html,d6b5d9405cdd8ef5767b1ea3603df561cca03c513283b2031c2579f3796bcdb8,Japan,ja,,122095
2398,freeway-japan.com,https://freeway-japan.com/privacy-policy.html,2c549c1eebb5fd120d34b3ff488b40100f18d440e10f48d0260829a85346cccc,Japan,ja,,122153
2399,freeway-japan.com,https://freeway-japan.com/user-policy.html,6a9efbde29c93ff2b124534f1969450102b68c0df49af8172a02593b1a03586f,Japan,ja,,122153
1967,crypton.co.jp,https://crypton.co.jp/cfm/privacy_policy,cf3bae618681f9056b338de2366c5e2a10f7c10489e3de92ba9026eb3d00cc18,Japan,ja,,122235
1968,crypton.co.jp,https://crypton.co.jp/cfm/security_policy,af8a15e3c6790bb06673b2c433aaf57531cb8ba6cba0b21e2a5786c3fc4c3d45,Japan,ja,,122235
5043,mitsuraku.jp,https://mitsuraku.jp/policy/,18afd8681c8fe41204d597cbd82a4151ad50c296f8d43feba05c65a2f6799d32,Japan,ja,,122729
5045,mitsuraku.jp,https://mitsuraku.jp/agreement/,0b22a7bf477070c65ee45077dfd24e953fa117447e498c8aa34742fc55f9b233,Japan,ja,,122729
4641,group.softbank,https://group.softbank/about/tax_policy,48bffbac90ee2ea9dee0cfa370e67e08ad5bfcf7d35d5f18052c2fb1d5509e3a,Japan,ja,,123314
4642,group.softbank,https://group.softbank/sustainability/editorial-policy,7b4bf147bc007cd1af10669d2d79d5c641ff614b8da09b67be237ee8c995b66e,Japan,ja,,123314
4647,group.softbank,https://group.softbank/legalnotice,d778aabf5499770c9965cb99ed74e615eec3a16c7ac9244df051a6fa3fede1e9,Japan,ja,,123314
4648,group.softbank,https://group.softbank/privacy,e2695ed2f88b5955b5faf2112fd30f6f4dde6b5e79914d42bde797c4434fcf76,Japan,ja,,123314
4663,group.softbank,https://group.softbank/ir/financials/security_reports,e3d67075e78c5dfdd24e2e84b7dfa25b00dfbe6d7c0b0e5afc35c5db5dede4d2,Japan,ja,,123314
2152,www.kingoftime.jp,https://www.kingoftime.jp/support/system-support/perfect-security/,4add020b5593152ad638923f6a78ab087edc84a177880bc513830e70403bf138,Japan,ja,,123427
2156,www.kingoftime.jp,https://www.kingoftime.jp/company/sitepolicy/,0d120ef5778ee78c90bd85c653cd8e2ad72cd2579c58a395ada248544584626f,Japan,ja,,123427
2160,www.kingoftime.jp,https://www.kingoftime.jp/company/about-privacypolicy/,3597c01d79dea67ee5de2c2673c04743d29923cb398f4e5ad4b30c74da8bb1f4,Japan,ja,,123427
2170,kingoftime.jp,https://kingoftime.jp/support/system-support/perfect-security/,4ff3ea311079e93885f35033d0513e9dfed571d11aaae84e4e9a8aa1b19e8d50,Japan,ja,,123427
3268,seikatsuclub.coop,https://seikatsuclub.coop/policy/privacy.html,ecf2d42286f8d419d088b6b180a4496c276ba62a52e737589ff59ce48e11202e,Japan,ja,,123715
3269,seikatsuclub.coop,https://seikatsuclub.coop/policy/,1e6c8ef1f79eba9dd45cf4946289a78d1f654224abf4cbada9cec126044610f7,Japan,ja,,123715
4172,shoeisha.co.jp,https://shoeisha.co.jp/privacy/social-policy,5fa46bb85c93e128731a3447ea35ca5989c3c416d8b0344100e853ea2e761be7,Japan,ja,,123794
4173,shoeisha.co.jp,https://shoeisha.co.jp/privacy,d09c6c632871b3d3869885a164eddc3870f561517ba0089d53f3adca4092cbc4,Japan,ja,,123794
3093,kireidoll.com,https://kireidoll.com/about/privacy-policy.html,6cc448e1baecf0b0d7559106eae8ed39e88c304ea49db34cdbe55169b57089d0,Japan,ja,,124612
3372,axa-direct.co.jp,https://axa-direct.co.jp/data_privacy/,89b2748eac23e6940b99d421b1359a6c434ee2c19f71235b67646edd8039bb1f,Japan,ja,,124635
3376,axa-direct.co.jp,https://axa-direct.co.jp/site_policy/,a1f307e75bd92beb901c9a77dc749f38563909f599382ba6e10b0dbb4ad19223,Japan,ja,,124635
3378,axa-direct.co.jp,https://axa-direct.co.jp/privacy_policy/,0bfbfd075f79d33d7bf2addf4fc25d0eb3b04fbb700452a38011f5a7d8e21a6d,Japan,ja,,124635
3380,axa-direct.co.jp,https://axa-direct.co.jp/sales_policy/,92f4cf3ecf897db2b90426dcf80d8def998fdf96c31318fef28ade437bfaa42c,Japan,ja,,124635
3534,axa-direct.co.jp,https://axa-direct.co.jp/company/about_us/comments/fiduciaryduty_policy/,6c0dd58d94d35b5c8a65465cf352faadb4e8c6e0fe81506a33d806eeb4a02ade,Japan,ja,,124635
2506,kanji.jitenon.jp,https://kanji.jitenon.jp/cat/privacy.html,ddfec37c383a2cb3c989dc1d4ae412bf5a54e2649cc6454e31a111e74ea58df4,Japan,ja,,124642
2510,yoji.jitenon.jp,https://yoji.jitenon.jp/cat/privacy.html,02f5cd7931df9a6a14f4b6c489d3ae869c6d656f8a45915bcbe5f5a619681113,Japan,ja,,124642
2511,jitenon.jp,https://jitenon.jp/cat/privacy.php,2aead12cdbd06d028ea4bfb6cde6a8614fe6aec33c9bfabe4ba22dad873086c8,Japan,ja,,124642
5065,www.notosiki.co.jp,https://www.notosiki.co.jp/contents/company/privacy.html,708211a45036aa589285b584440c83915babd9e6a04839977528500aa870004b,Japan,ja,,124648
5073,notosiki.co.jp,https://notosiki.co.jp/contents/company/privacy.html,da6f3b7922eaf62ee07bd23bba95a373ebef7965ed5b51dac58d7fb74ef14dab,Japan,ja,,124648
5093,notosiki.co.jp,https://notosiki.co.jp/item/category?id=security_equip,fe99fa671bfc2826bfb38dca3ef9aa13748dfe3cf9f31f38c24afa4715d951bf,Japan,ja,,124648
1079,dress-cons.com,https://dress-cons.com/guide/privacy,41a98d701c420538177b6895329b804770c89a5240278fc82143dff7d65d6ad2,Japan,ja,,125292
4781,kufura.jp,https://kufura.jp/category/life/security,600863b76d39001c2d1ae5a3a39ab3796067652af731edc353b10e3efd7097ef,Japan,ja,,125604
3131,s1s1s1.com,https://s1s1s1.com/privacy,9b4db8913854dc16f7f0f770a5dd3f57d3b38d408c247972b9864bfc4a6a7515,Japan,ja,,125612
2705,kinmaweb.jp,https://kinmaweb.jp/privacy-policy,995a7686196e34a247135b7f21d812b6f69bb3d7377dca1c6b9e9fe558c13e18,Japan,ja,,125625
1933,dccard.co.jp,https://dccard.co.jp/reason/security/index.html,d345f8cf613b0005a3952dba33366b517b84e58c2b440584ab6a8c1cb3a8c70a,Japan,ja,,126616
1935,dccard.co.jp,https://dccard.co.jp/corporate/policy/security/index.html,9c26f87024bea353c2e57fd8821c1a84d66367e5f051c1bf86e349de74a8e5aa,Japan,ja,,126616
1936,dccard.co.jp,https://dccard.co.jp/merchant/support/menu/security_service.html,18a2eba66bc67c84433e4aed1a92ab76f14bc42a40dd0754c3298cc94c43d227,Japan,ja,,126616
1937,dccard.co.jp,https://dccard.co.jp/corporate/policy/privacy/protect_data.html,68a55426e9f1f7df8f5cb6a31ed9e9c27eea0dc7e4a4a0f5886424c77369ada8,Japan,ja,,126616
1938,dccard.co.jp,https://dccard.co.jp/corporate/policy/reply/index.html,5bb01553bced884885244b3440863b5225e4a384e047098a1cdc3461011ab506,Japan,ja,,126616
1939,dccard.co.jp,https://dccard.co.jp/corporate/policy/financial_crimes/index.html,aba2be2b4b4195e75f594e644b74e376b570740d6a024a8d4fca9dd038ae1f38,Japan,ja,,126616
1940,dccard.co.jp,https://dccard.co.jp/corporate/policy/compliance/index.html,f70ab058c4142a5c769ad64b0a11349b7ec125896c7d95211ca7400f2a33294e,Japan,ja,,126616
1942,dccard.co.jp,https://dccard.co.jp/corporate/policy/invite/index.html,5cb728ff8caaeaf0c6fb4929741d4ca5d90d7426e6245703aebbdadcf5fc0a3c,Japan,ja,,126616
1943,dccard.co.jp,https://dccard.co.jp/corporate/policy/credit/index.html,ed51e37718f52f35a400b234b9b27ed462cb47d490a6a928bede978bb90cded0,Japan,ja,,126616
1945,dccard.co.jp,https://dccard.co.jp/corporate/policy/privacy/index.html,04b0eb9419f8c82c8a572faed70f1bfdd7a897d01575440d0c58340252f24cd9,Japan,ja,,126616
1947,dccard.co.jp,https://dccard.co.jp/corporate/policy/index.html,8bb50c3b38880cf18980e23475214507069548f4ad1ea3ed14fffd73e8b00341,Japan,ja,,126616
1949,dccard.co.jp,https://dccard.co.jp/corporate/policy/privacy/corporate_data.html,9432daafa65ed557326ce92aea6ebb9169b6719172e9e4d84757281b4ca15bad,Japan,ja,,126616
33,nikon.co.jp,https://nikon.co.jp/privacy/,37dca52fd7f1672c3eb5405410f6674c2385d4845525d20925e6146603cf4087,Japan,ja,,127529
38,nikon.co.jp,https://nikon.co.jp/privacy/form/,e0903f2da01be14c513f1616a66c079020cf66443195977f6cfaa323c0f9fb85,Japan,ja,,127529
1702,hanesbrandsinc.jp,https://hanesbrandsinc.jp/pages/privacy.aspx,4888f1c42c17579162ea51083f409bd9cf4fdd2568a8959c0f86bbb7be142ee1,Japan,ja,,127739
486,hikakaku.com,https://hikakaku.com/pages/blog_policy/,c4de6a5bf378b909de4f6157a830aeb73ff12a6182cde21ec8c99035aad154a6,Japan,ja,,127740
3780,idolmaster-official.jp,https://idolmaster-official.jp/va-liv/policy,f5b522138862e8543243596e974c4b6b662dc6bf7685da1c4c7bb44661c0b1b9,Japan,ja,,127940
5322,top.salesnow.jp,https://top.salesnow.jp/privacy/,0790bb45905d9c091145898b1e7b3279b0d2b0b675484261cc5c95a5e45eba4c,Japan,ja,,128124
4296,blogcircle.jp,https://blogcircle.jp/service/agreement,74a3d6413a4dfe0de372429788bfe6c66c781a23bc3defe5381dc2a7376d7d3a,Japan,ja,,128741
3918,7pre.jp,https://7pre.jp/information/agreement,bf82b5a711b77ab3d1cfe3cc5aa9030c92214f215ec43e2d346bbbae09bcec2a,Japan,ja,,128906
3919,7pre.jp,https://7pre.jp/information/privacy,a614524bad58ff336718f4dd6104628ffafbf9e3b5f79d3b2206545ae66b7c1a,Japan,ja,,128906
3202,aeontown.co.jp,https://aeontown.co.jp/agreement/,d3924b4b40c1fcf21819f7fda4fa6ef2aefd7749c7bc9adcf43ff31370f25fce,Japan,ja,,128956
3203,aeontown.co.jp,https://aeontown.co.jp/privacy/,1f5e99d8c753f1cc618d3551c3762662bd2d13a1dfb58a9b8ae4a99e33fa7342,Japan,ja,,128956
4125,auctown.jp,https://auctown.jp/info/privacy,d48acf71328cf26a4a7b5a5c96334739f276d00f262c78eeeb4bafe06086c8c0,Japan,ja,,129148
4130,global.auctown.jp,https://global.auctown.jp/support/policy/,215f71f550ecf67d775d1e2167bc2b3e19236ea17d8af02280cd1771c677ab2a,Japan,ja,,129148
5302,autosns.jp,https://autosns.jp/privacy?a10=00002,8c2b4bb9225be12e198e5ba43643f4d73086053960ee72b841b28d2613752b0d,Japan,ja,,129183
3868,awakest.net,https://awakest.net/policy/,097e6cf6b972297d4b86f65c315acaa723d6ea9172621904da25d0c535cf6ab8,Japan,ja,,129196
4248,bannerkoubou.com,https://bannerkoubou.com/privacy/,5b99372f1bdec931c0efbf0cb8ec5c5b3123b1cb917005865a1500de7e8391ef,Japan,ja,,129234
2203,bitcash.jp,http://bitcash.jp/docs/terms/privacypolicy?ref=footer&sv=1&_lh&_bt=49283a58b7,d186e69942cb944d09458e5ad9f179dd18cd91143839eef3936e8a401878d95d,Japan,ja,,129331
2204,bitcash.jp,http://bitcash.jp/docs/terms/securitypolicy?ref=footer&sv=1&_lh&_bt=49283a58b7,7da426e65f725abca1bb9e7d844e81397a26dcea2fc4c4908560525bee9f0149,Japan,ja,,129331
2205,bitcash.jp,http://bitcash.jp/docs/terms/mediapolicy?ref=footer&sv=1&_lh&_bt=49283a58b7,8ce4b2e442e661b3471e7346563bf430e26045fdb7e9212faad57701a6e147c2,Japan,ja,,129331
2528,calil.jp,https://calil.jp/privacy/freedom.html,f23c35b50e3d5e8715bd2011fd5c1f6a7b6219573e27b3a9394817c49c9c4d40,Japan,ja,,129441
2529,calil.jp,https://calil.jp/privacy/,978bf58c1bffc1fcf7870d17826d0799955b00181f1320f687521e8c197176b1,Japan,ja,,129441
