Surface,Normalized,Reading,Dictionary,POS1,POS2,POS3,POS4,Conj_Type,Conj,OOV,B_Split,A_Split,Section
ボール,ボール,ボール,ボール,名詞,普通名詞,一般,*,*,*,False,*,*,1
雑貨,雑貨,ザッカ,雑貨,名詞,普通名詞,一般,*,*,*,False,*,*,1
Gracias,グラシアス,グラシアス,gracias,名詞,普通名詞,一般,*,*,*,False,*,*,1
ネットショップ,ネットショップ,ネットショップ,ネットショップ,名詞,普通名詞,一般,*,*,*,False,ネット-ショップ,ネット-ショップ,1
プライバシーポリシー,プライバシーポリシー,プライバシーポリシー,プライバシーポリシー,名詞,固有名詞,一般,*,*,*,False,プライバシー-ポリシー,プライバシー-ポリシー,1
ページ,ページ,ページ,ページ,名詞,普通名詞,助数詞可能,*,*,*,False,*,*,1
レアグッズ,レアグッズ,レアグッズ,レアグッズ,名詞,普通名詞,一般,*,*,*,False,*,*,1
雑貨,雑貨,ザッカ,雑貨,名詞,普通名詞,一般,*,*,*,False,*,*,1
！,!,!,!,補助記号,句点,*,*,*,*,False,*,*,1
ボール,ボール,ボール,ボール,名詞,普通名詞,一般,*,*,*,False,*,*,1
グッズ,グッズ,グッズ,グッズ,名詞,普通名詞,一般,*,*,*,False,*,*,1
通販,通販,ツウハン,通販,名詞,普通名詞,一般,*,*,*,False,*,*,1
グラシアス,グラシアス,グラシアス,グラシアス,名詞,普通名詞,一般,*,*,*,False,*,*,1
ショップ,ショップ,ショップ,ショップ,名詞,普通名詞,一般,*,*,*,False,*,*,1
バスケ,バスケ,バスケ,バスケ,名詞,普通名詞,サ変可能,*,*,*,False,*,*,1
、,、,、,、,補助記号,読点,*,*,*,*,False,*,*,1
サッカー,サッカー,サッカー,サッカー,名詞,普通名詞,一般,*,*,*,False,*,*,1
、,、,、,、,補助記号,読点,*,*,*,*,False,*,*,1
野球,野球,ヤキュウ,野球,名詞,普通名詞,一般,*,*,*,False,*,*,1
、,、,、,、,補助記号,読点,*,*,*,*,False,*,*,1
バレー,バレー,バレー,バレー,名詞,普通名詞,一般,*,*,*,False,*,*,1
おかげさま,御陰様,オカゲサマ,おかげさま,名詞,普通名詞,一般,*,*,*,False,*,おかげ-さま,1
グラシアス,グラシアス,グラシアス,グラシアス,名詞,普通名詞,一般,*,*,*,False,*,*,1
オープン,オープン,オープン,オープン,名詞,普通名詞,サ変形状詞可能,*,*,*,False,*,*,1
１２,12,イチニ,12,名詞,数詞,*,*,*,*,True,*,*,1
年,年,ネン,年,名詞,普通名詞,助数詞可能,*,*,*,False,*,*,1
目,目,メ,目,接尾辞,名詞的,一般,*,*,*,False,*,*,1
なり,成る,ナリ,なる,動詞,非自立可能,*,*,五段-ラ行,連用形-一般,False,*,*,1
。,。,。,。,補助記号,句点,*,*,*,*,False,*,*,1
ありがとう,有り難う,アリガトウ,ありがとう,感動詞,一般,*,*,*,*,False,*,*,1
