surface,normalized,dictionary,pos
중앙,중앙,중앙,Noun
선거,선거,선거,Noun
관리,관리,관리,Noun
위원회,위원회,위원회,Noun
정책,정책,정책,Noun
공약,공약,공약,Noun
마당,마당,마당,Noun
맨,맨,맨,Noun
위로,위로,위로,Noun
이동,이동,이동,Noun
