hash,readability
a32875bb89f84ee315cf7d0106a4840f46650347607d68cfeadc3cae686d3e16,101.25
aa2e31f7380b36a2e16fbb436b00fbe1cf97a8fd7f48c7e30a3235305cb2c3a3,101.25
eb8d6cd1d7b8ad74888ff296f85f765a5d1b69f9e4247431fad6987d99984f4a,81.31506849315069
4f95f765575537edf6e40533744ea7e33f942e2712c9a8eb7740d1799fd742e4,82.55454545454545
bf58e6d95eef65b59867a88ab9ef689fd872d520ddea470d9303135d3ffb1d75,153.92857142857142
a5557b60e26099c13e70bcc6c3502e29daf881d3a373cde2694edef0dd4b3962,121.58620689655173
ec207f956b124d4e36590b0415d884999c9f7b7b0e5e555d9c9afce5bd5ee1d1,72.72289156626506
39273cefc93382072c05f2f204877bbbd5747406c0df0d29ec022fc955227723,89.015625
fcafbbd5dba92489ba7d461e82a80394ea21ce32c298ee3831604ec09fdc4bf4,89.62694300518135
6c3da813eb6f4a471e67c130f001e0361913568fe07fbaefc91ce406b430c038,89.62694300518135
7e570d5030fddb8127271d3bdff840e89adbe8b9bb9e7aadac1e215b1dadca98,87.25
16f0a959852eec3ad7af49c7af79ba01fab3f892b85c2b5cf7481a4b9614e707,90.375
fbeea98e0d3eac9b34f9763f79a29eb795b87cec8363f87f8780f6140d96f12f,68.48076923076923
d88f82bd3606768c6e1bf3fe0609c61ae9ab2d5fdbf9d2cd6db20606f72e6394,88.07692307692308
1be2e21d494126c537c2ec3712e5fe16704b28c8b784e01172c08d6e6c334971,115.09333333333333
f7044a7a4d0d7015dd187155b314a29924c8959113de75dc38d5e8cadda9cab0,112.89655172413794
c18a0fc2df2d00e490c043fe33ff59ec0029f57b933ab98595c458351bacba44,92.17647058823529
27b6baf58667d663a6da03838901d7d514e97062b62c295433d2a6a6db2e4daf,90.73333333333333
65b9fb3b6e8e324ab239be5c06167ef62af6167bbf8f2340e256797a45084048,68.36241610738254
1073946ec3752cc71ab4d3773d4fbd973abcadc1185373231aa6d0089128767b,112.89655172413794
c273db39ad1891732105922efa594d441021fdea197ce54194f2245a002e151c,92.17647058823529
6670e20d54bcf5aaec2a745e029bd8e8468feda32915a8deab117922e245bff0,115.09333333333333
ea56a439337b897a236081482ebc7fdce8ac104ae4735b488c51b7fcea554854,109.13888888888889
a0b6373209141b28a53060f7b923b89fe919a59933234fc4a5510fedb655071c,112.89655172413794
613bc7abaa6a28a4398dc236891ecde38d3009fcd22a5c868e550a46adb5e87b,112.89333333333333
33de304c5cde959f70e7ab962ffa1ac21618a445b1fb5164bf834d5a1190be39,92.17647058823529
99fa181bd319d638dacf0b7d1b5456be4b1e65ecdad43d3f55ac8caa5cb0e152,112.89655172413794
bb93a02f119fc7d3c53e67f2accaea25640ee5880d9219fbb98e9b4b41f88f77,112.89655172413794
b52d1b765574bf856b009d99bfe9650cabf11b4288b718f023656db66375657d,115.09333333333333
fe630fa98f55d37a146ec95e7e4533ef8f7ee74545d4d267b6edd2f525a5de5d,115.09333333333333
ddb2b1bcdf0b098ebdda0f19d25203556dddca2b75ca6a204050a51260409374,115.09333333333333
038382bb935f016fdff32e365807ff27e96ec2dd3de46934c1ce99a0d83b8f2e,92.17647058823529
52fe111c75c26272a2a6bb9514d068a1805fa58d03ae81449abe2af630f69f51,92.17647058823529
cfd9d1ae4b07eca05772441c7acb4e544736db016ad60f207c2b1039cbd5f0e9,443.54545454545456
841613badcd2471f830cf5ff384965fd3aa59b97e438611d05bcb8d7332056b1,443.54545454545456
c66cf25e1ffb2940e4ea986aa4f1ec2dd7d6de9d455aa0bf48e0c4a0d2e401d6,339.9166666666667
d3a785e7f3e52e374aee63bedc0400da35b8128c721dbe1074bee7ee2c3e7222,339.9166666666667
b3146c709d8ffd64b65304921607eed1c9c89024405fbd0ef4cb4ba76fd5435e,441.3636363636364
f0b7803f320a824c53e867df39047805905e84c5b07fdd21149d95947da88acb,112.89655172413794
73557a9469c5f610ea544dfda85aa6fc6c52fdfdc800f2696f2eb8fe30c694e6,115.09333333333333
65d89f13332f6642288424a3758a27f605d6e94e8e91a81a996da5476d7ff4a6,125.68181818181819
1d577617af257de67009df60096a7a6f4d0225c29bffcc51149a52e34b641952,92.17647058823529
16737670586e510f88b95b16c7b53747903a72c6e9caa8e1542a03c8939e7a1f,443.54545454545456
512064970c1cb0ccda9fd6882df2b18fba6075776d6e0455249dd540ef3527c5,60.64
6a5a49c75580c299cbaf1c160ec94320ac4923eb34422fc3178bf1acd988a199,109.13888888888889
f58945276c7a906111208c16b0b44f2e3095737042a79c140c881c16c8ba29e1,126.0
e0cdc7b6573a32cce744f0e4f0e6797393aa25bd118b29873abb59fdee74d6df,443.54545454545456
310749f55448491615370ed102157fe6224a82a8c284870c7badb4ebff4453e9,125.68181818181819
db1b87003895063c7e527661dbbfd0dd4a3720ba0e1a4b6e5099c9591a6cfd50,125.68181818181819
9debb73b53f997ffdf1e1548eebcb5c8b72ab86d27ceee4318317f4db6c1a8f5,112.89333333333333
2f3600da5407a30decce861ab73f1cdf5291e5e2fa1510922e324a3a58ce64a8,128.0
e13c080d9c215d9f74787dc601a142e24e385c9c1085975885cb6f899ff4886b,70.96
11621c51d0c89cb0279b4fafbec9a6ca2698e290e916349b2f8a2251cf71b09e,125.68181818181819
69f8169e5c8109273ae0d99bd20a5b30a63e5fcf1ad4dc653f8a0dc7dbf130f9,92.17647058823529
d19a103219c98dd1ba3f5a6c9472f180f71102ad00adc1b5278b7fcb4408228f,115.09333333333333
61e3767b3c8ed428b39a398d0a5a6e1cfb55bafda0bc00f51663f234daa6d92e,125.68181818181819
e7e1d341ca0815b9fcd5828acb613e0118273d8b35759dcfc8eb82b77c527ccb,137.3181818181818
0ca76eaf6ddb5242e8ed94796c4da6153a160cb6c44110a04db0068250b63e49,339.9166666666667
032caebc650d990440a5da11ddadaea4f409f70a7f9ac91c54d7efb64f70101c,121.92424242424242
2de878b2a7144273983010c49c2c4200ea4c855c763e14779a2a87fd6968c2be,129.3125
0aa476a0425d88244ffff26ea8141df00dd852772ae9d2f833408d374b0f4994,71.8
f7cb1dc37c7d6d980f4b509052953d032076b28ab433009894869982c396c9e7,112.375
b96f8122e3e52df0bba3cf6b70014a9e9afe80fa322524e1d09f22e911f61a38,127.33333333333333
66fa4892d9329c257e57e2812b09a389b3e15b4f60dd3ce7b20723ecd43b8ff4,141.11111111111111
4bd604d5d0ef5ccacc1c3ff6adb77bfe864d070ee38423ce92e661c748732fbf,443.54545454545456
0258112694e67e9b9dcc7b7b093929dda92fd86fbaf544d1035b2020114cebcd,111.86567164179104
fdcdab258d331c442e418fea36aabf4cfe5affd2ed47fa2c8c2077e86a8ed644,366.90909090909093
7b0817b0278e462b9cfe0b76de28539fe8de9145e1af68309b50836cb7909470,128.0
3a1b759c85ff5e0d8737e06fe5b0c84ed962d14027e12613283fb3c99da9da0a,126.0
415f1b778680ab6aa605aeb61483994c8ecf30adb075b37b13aded7629e7f3ea,92.17647058823529
201e7b038fc77c9d6d19201d774351745645e6eea57ce687b3bd26699cfea739,115.09333333333333
3ff230c946971962839c4f64a39a94400aff58ba09426887fd276f27a1b5a00f,125.68181818181819
918e099bec6a3b1e12ad9b4538aa9f159353521500dceae4da6ca09648468240,70.96
9eb1455b140ee130ab84480143e20886bf570205d2dafcbdbe8652c6694d2848,70.96
32f6ee491beed74919a038cbc5beb5464e2562a962f9f656b53c9131a6c39df9,125.68181818181819
30bef545a398c74b36a024405b8cf6b525dba99f5f8ff2d6aff8bbd7dde02991,125.68181818181819
17ae4358c72bd8c1291be727697f59b42d934b5db12ed24b0408ec0a9342d8d4,80.67708333333333
14c568951e9d09d215f6271e9fbdb3746a065542036ac4ad9cdb036104af0f97,112.89655172413794
70ab3edf97a2333c566cab536f8591aa99b37495c41fef419e97cc6f67de0310,125.68181818181819
ad900bfe33baacef038b7e029e0043ffeff11e4a8a25a58a17297087852c48bb,68.93939393939394
62c96b73053ef7017bf4a781c0df0fce3f0886b5c01d897913d8d15be0bbabb7,126.0
677bc6c660d0169b7c3fe43725e7308a98c5b54bbf53f3a01348d15d80b92b53,125.68181818181819
88d577da4fa5648d4e2cfd7df1b65bc7413e7effc63bb7938794ce037f9a6cd8,94.36
d218ac68c1a13714cd30af16787319d8d030010622169abc1593dc37eeb99d7c,128.0
48802bedd007095b3efb6808dc69a19328fd2d90461db3321b695713e4de2fd8,125.68181818181819
8627f24cac54360c6e5b3325cad2ccf5cbdb367f73f1fc794394457e4b10cd1c,121.35714285714286
2a66f924cbde3a044b3cac34fe62944844370c86f0f0bd5b6f3f502685963003,112.89655172413794
e91b9bc1e72221660498ac0c3e575f3c237965be7e68b0a99dc35c51dade48b3,58.0
392fb203b0a435edb8546e74e50de1d8dd8756633c1103eee209e7034c383e24,164.6875
7dfe65ef18e567acd7ffe402464e081e74dff6e2c6149ab6462a7027102d6957,126.0
da45caa481fa461ec7578074e9b4f7bf18fb288eddf6abba485837042dd57d2f,118.25806451612904
0a84d639b7a3c97206e2446001ffbd945de34885c498a22870eee6c9188fe65a,83.51851851851852
07b80b36f4f44eca115dc1abe290a6827522b12a2194cab9d9246e2e68174b86,88.3076923076923
3224c8fcbe35875ba7651e230046ef150fe4d6153d8c1cd69b603a9eb8f9c3dc,88.73846153846154
d9db9841fafe644bafbf7d7c0b19f16613f06ab81690efd1e4d43e95e398bb81,89.734375
63eed849dc180747558b23d473ca93b28d7f53c2379d52f27d11161863289ec0,90.203125
f591f71c15925af39a800cc137b8581c2ad0bf2f8a78b0987b988a2c4469947b,89.9375
d20fe7b810f94d0d27ab05008ce7192e27fca04b4c68ed8aa9cd97c41db5e1c5,88.46153846153847
